annee;UAI;libelle;region;dont_apprentis_eple;taux_poursuite_etudes;taux_emploi_6_mois;taux_emploi_6_mois_attendu;va_emploi_6_mois;taux_emploi_12_mois;taux_emploi_18_mois;taux_emploi_24_mois;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
cumul 2018-2019;0640001D;Lycée polyvalent Cantau - Lycée des métiers du bâtiment;NOUVELLE-AQUITAINE;dont apprentis;25.0;62.0;61.0;1.0;62.0;71.0;83.0;;;
cumul 2018-2019;0640012R;Lycée professionnel Louis de Foix;NOUVELLE-AQUITAINE;ensemble;55.0;41.0;37.0;4.0;57.0;41.0;61.0;;;
cumul 2018-2019;0640028H;Lycée professionnel AIZPURDI;NOUVELLE-AQUITAINE;ensemble;58.0;39.0;47.0;-8.0;59.0;54.0;75.0;;;
cumul 2018-2019;0640031L;Lycée professionnel expérimental André Campa;NOUVELLE-AQUITAINE;ensemble;43.0;46.0;43.0;3.0;51.0;51.0;55.0;;;
cumul 2018-2019;0640040W;Lycée professionnel Jean-Pierre Champo - Lycée des métiers de la maintenance;NOUVELLE-AQUITAINE;dont apprentis;25.0;;;;;;;;;
cumul 2018-2019;0640049F;Lycée professionnel Guynemer - Lycée des métiers de l'industrie et du numérique;NOUVELLE-AQUITAINE;ensemble;69.0;36.0;42.0;-6.0;47.0;42.0;47.0;;;
cumul 2018-2019;0641441U;Lycée technologique privé Stella Maris;NOUVELLE-AQUITAINE;ensemble;34.0;44.0;50.0;-6.0;64.0;51.0;67.0;;;
cumul 2018-2019;0641663K;Lycée professionnel privé stella maris - Lycée des métiers de la santé et du social;NOUVELLE-AQUITAINE;ensemble;33.0;27.0;32.0;-6.0;48.0;40.0;57.0;;;
cumul 2018-2019;0641705F;Lycée professionnel privé Saint Joseph - Lycée des métiers commerce, vente et santé social;NOUVELLE-AQUITAINE;ensemble;42.0;33.0;40.0;-7.0;52.0;50.0;54.0;;;
cumul 2018-2019;0650026A;Lycée général et technologique Marie Curie;OCCITANIE;dont élèves en voie pro sco;44.0;47.0;53.0;-6.0;58.0;54.0;63.0;;;
cumul 2018-2019;0650027B;Lycée général et technologique Jean Dupuy;OCCITANIE;dont apprentis;;;;;;;;;;
cumul 2018-2019;0650028C;Lycée professionnel Sixte Vignon - Lycée des métiers de l'habitat, des énergies et de l'automobile;OCCITANIE;dont apprentis;21.0;70.0;78.0;-8.0;76.0;88.0;82.0;;;
cumul 2018-2019;0650038N;Lycée général Pierre Mendès France;OCCITANIE;dont apprentis;;;;;;;;;;
cumul 2018-2019;0650041S;Lycée professionnel Jean Dupuy - Lycée des métiers de l'industrie : matériaux, production et électricité;OCCITANIE;ensemble;56.0;46.0;42.0;4.0;50.0;54.0;53.0;;;
cumul 2018-2019;0650058K;Lycée général privé Peyramale Saint-Joseph;OCCITANIE;ensemble;36.0;;;;;;;;;
cumul 2018-2019;0650065T;Lycée technologique privé Pradeau-La Sède Saint-Pierre;OCCITANIE;ensemble;18.0;51.0;57.0;-6.0;54.0;57.0;65.0;;;
cumul 2018-2019;0650874X;Lycée professionnel Lautréamont - Lycée des métiers de l'hôtellerie-restauration, de l'alimentation et des services tertiaires;OCCITANIE;ensemble;45.0;40.0;42.0;-2.0;54.0;56.0;62.0;;;
cumul 2018-2019;0660004W;Lycée polyvalent Déodat de Séverac, lycée des métiers du transport-logistique et du commerce;OCCITANIE;ensemble;39.0;28.0;30.0;-2.0;52.0;39.0;54.0;;;
cumul 2018-2019;0660077A;Lycée polyvalent privé Sainte Louise-De-Marillac;OCCITANIE;ensemble;56.0;37.0;31.0;6.0;48.0;48.0;65.0;;;
cumul 2018-2019;0660809W;Lycée polyvalent Aristide Maillol;OCCITANIE;ensemble;50.0;25.0;25.0;0.0;39.0;37.0;45.0;;;
cumul 2018-2019;0670041F;Lycée général et technologique Henri Meck;GRAND EST;ensemble;34.0;62.0;59.0;4.0;62.0;70.0;62.0;;;
cumul 2018-2019;0670050R;Lycée professionnel Paul-Emile Victor - Lycée des métiers;GRAND EST;ensemble;44.0;61.0;67.0;-6.0;63.0;69.0;70.0;;;
cumul 2018-2019;0670050R;Lycée professionnel Paul-Emile Victor - Lycée des métiers;GRAND EST;dont apprentis;36.0;72.0;76.0;-5.0;74.0;76.0;76.0;;;
cumul 2018-2019;0670058Z;Lycée professionnel Jules Verne - Lycée des métiers;GRAND EST;ensemble;46.0;50.0;50.0;0.0;56.0;58.0;62.0;;;
cumul 2018-2019;0670067J;Lycée professionnel Haute-Bruche;GRAND EST;dont élèves en voie pro sco;34.0;44.0;41.0;4.0;52.0;38.0;56.0;;;
cumul 2018-2019;0670067J;Lycée professionnel Haute-Bruche;GRAND EST;dont apprentis;;;;;;;;;;
cumul 2018-2019;0670085D;Lycée polyvalent Louis Couffignal - Lycée des métiers;GRAND EST;dont apprentis;;;;;;;;;;
cumul 2018-2019;0670086E;Lycée polyvalent Rene Cassin -  Lycée des métiers;GRAND EST;ensemble;44.0;47.0;49.0;-2.0;50.0;52.0;54.0;;;
cumul 2018-2019;0670087F;Lycée polyvalent des métiers  A. Dumas, Lycée des métiers de l'hôtellerie et du tourisme;GRAND EST;ensemble;39.0;63.0;53.0;10.0;66.0;60.0;66.0;;;
cumul 2018-2019;0670089H;Lycée polyvalent Emile Mathis - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;31.0;45.0;46.0;-1.0;56.0;56.0;58.0;;;
cumul 2018-2019;0670114K;Lycée polyvalent Stanislas - Lycée des métiers;GRAND EST;dont apprentis;41.0;68.0;73.0;-6.0;65.0;69.0;68.0;;;
cumul 2018-2019;0670127Z;Lycée professionnel  Jean-Frédéric Oberlin - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;40.0;37.0;35.0;3.0;45.0;46.0;52.0;;;
cumul 2018-2019;0670127Z;Lycée professionnel  Jean-Frédéric Oberlin - Lycée des métiers;GRAND EST;dont apprentis;33.0;54.0;60.0;-5.0;59.0;65.0;65.0;;;
cumul 2018-2019;0671696E;Lycée professionnel Schweisguth - Lycée des métiers;GRAND EST;ensemble;39.0;45.0;47.0;-2.0;48.0;52.0;58.0;;;
cumul 2018-2019;0671832C;Lycée polyvalent Jean-Baptiste Schwilgué;GRAND EST;ensemble;39.0;52.0;48.0;4.0;60.0;58.0;63.0;;;
cumul 2018-2019;0672305S;Lycée professionnel privé Institution Sainte Clotilde - Lycée des métiers;GRAND EST;ensemble;41.0;32.0;35.0;-3.0;41.0;41.0;46.0;;;
cumul 2018-2019;0672616E;Lycée polyvalent  Gutenberg - Lycée des métiers des industries graphiques;GRAND EST;dont apprentis;33.0;58.0;69.0;-11.0;61.0;72.0;72.0;;;
cumul 2018-2019;0680008P;Lycée général et technologique Camille Sée;GRAND EST;ensemble;39.0;58.0;58.0;-1.0;61.0;61.0;63.0;;;
cumul 2018-2019;0680041A;Lycée professionnel du Rebberg - Lycée des métiers;GRAND EST;ensemble;36.0;28.0;29.0;-1.0;37.0;41.0;46.0;;;
cumul 2018-2019;0680073K;Lycée général et technologique Scheurer Kestner;GRAND EST;ensemble;27.0;59.0;53.0;6.0;44.0;52.0;52.0;;;
cumul 2018-2019;0680074L;Lycée professionnel Charles Pointet - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;46.0;37.0;32.0;5.0;33.0;32.0;47.0;;;
cumul 2018-2019;0680074L;Lycée professionnel Charles Pointet - Lycée des métiers;GRAND EST;dont apprentis;36.0;;;;;;;;;
cumul 2018-2019;0681817F;Lycée polyvalent Lazare de Schwendi - Lycée des métiers;GRAND EST;ensemble;52.0;44.0;43.0;1.0;54.0;46.0;44.0;;;
cumul 2018-2019;0681817F;Lycée polyvalent Lazare de Schwendi - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;54.0;41.0;37.0;4.0;53.0;43.0;41.0;;;
cumul 2018-2019;0681817F;Lycée polyvalent Lazare de Schwendi - Lycée des métiers;GRAND EST;dont apprentis;;;;;;;;;;
cumul 2018-2019;0690003D;Lycée professionnel Barthélémy Thimonnier - Lycée des métiers des services aux personnes et aux entreprises;AUVERGNE-RHONE-ALPES;ensemble;52.0;62.0;50.0;12.0;66.0;61.0;64.0;;;
cumul 2018-2019;0690003D;Lycée professionnel Barthélémy Thimonnier - Lycée des métiers des services aux personnes et aux entreprises;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;54.0;59.0;47.0;12.0;63.0;59.0;63.0;;;
cumul 2018-2019;0690008J;Lycée professionnel Gustave Eiffel;AUVERGNE-RHONE-ALPES;ensemble;39.0;49.0;47.0;3.0;66.0;65.0;62.0;;;
cumul 2018-2019;0690008J;Lycée professionnel Gustave Eiffel;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;42.0;45.0;44.0;1.0;64.0;61.0;59.0;;;
cumul 2018-2019;0690008J;Lycée professionnel Gustave Eiffel;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;;;;
cumul 2018-2019;0690010L;Lycée professionnel Tony Garnier - Lycée des métiers du bâtiment et des travaux publics;AUVERGNE-RHONE-ALPES;ensemble;43.0;51.0;48.0;3.0;49.0;54.0;56.0;;;
cumul 2018-2019;0690023A;Lycée général et technologique Ampère;AUVERGNE-RHONE-ALPES;ensemble;46.0;71.0;67.0;4.0;71.0;64.0;64.0;;;
cumul 2018-2019;0690029G;Lycée général et technologique Lacassagne;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;20.0;73.0;63.0;9.0;75.0;68.0;77.0;;;
cumul 2018-2019;0690035N;Lycée général et technologique Auguste et Louis Lumière;AUVERGNE-RHONE-ALPES;ensemble;37.0;60.0;64.0;-4.0;68.0;55.0;60.0;;;
cumul 2018-2019;0690037R;Lycée général et technologique La Martinière Diderot;AUVERGNE-RHONE-ALPES;ensemble;51.0;63.0;60.0;3.0;68.0;63.0;68.0;;;
cumul 2018-2019;0690037R;Lycée général et technologique La Martinière Diderot;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;56.0;54.0;54.0;0.0;59.0;54.0;60.0;;;
